LP.;Nazwa konferencji;Liczba punktów;Przypisane dyscypliny naukowe
647;International Conference on Adaptive and Natural Computing Algorithms [ICANNGA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
648;International Conference on AD-HOC Networks and Wireless [ADHOC-NOW];70;"informatyka techniczna i telekomunikacja;
informatyka;"
649;International Conference on Advanced Computing and Communications [AdCom];70;"informatyka techniczna i telekomunikacja;
informatyka;"
650;International Conference on Advanced Data Mining and Applications [ADMA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
651;International Conference on Advanced Information Management [IMS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
652;International Conference on Advanced Information Networking and Applications (was ICOIN) [AINA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
653;International Conference on Advanced Information Systems Engineering [CaiSE];140;"informatyka techniczna i telekomunikacja;
informatyka;"
654;International Conference on Advanced Language Processing and Web Information Technology [ALPIT];20;"informatyka techniczna i telekomunikacja;
informatyka;"
655;International Conference on Advances in Computer-Human Interactions [ACHI];20;"informatyka techniczna i telekomunikacja;
informatyka;"
656;International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet [SSGRR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
657;International Conference on Advances in Intelligent Systems: Theory and Applications [AISTA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
658;International Conference on Advances in Mobile Computing and Multimedia [MOMM];70;"informatyka techniczna i telekomunikacja;
informatyka;"
659;International Conference on Advances in Pattern Recognition and Digital Techniques [ICAPRDT];20;"informatyka techniczna i telekomunikacja;
informatyka;"
660;International Conference on Affective Computing and Intelligent [ACII];20;"informatyka techniczna i telekomunikacja;
informatyka;"
661;International Conference on Agents and Artificial Intelligence [ICAART];20;"informatyka techniczna i telekomunikacja;
informatyka;"
662;International Conference on Algebraic and Logic Programming [ALP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
663;International Conference on Algorithms and Architectures for Parallel Processing [ICA3PP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
664;International Conference on Algorithms and Complexity (was Italian Conference ) [CIAC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
665;International Conference on Applied Cryptography and Network Security [ACNS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
666;International Conference on Apps for Specific Array Processors [ASAP];140;"informatyka techniczna i telekomunikacja;
informatyka;"
667;International Conference on Artificial Intelligence [IC-AI];20;"informatyka techniczna i telekomunikacja;
informatyka;"
668;International Conference on Artificial Intelligence and Law [ICAIL];20;"informatyka techniczna i telekomunikacja;
informatyka;"
669;International Conference on Artificial Intelligence and Pattern Recognition [AIPR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
670;International Conference on Artificial Intelligence and Soft Computing [ICAISC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
671;International Conference on Artificial Intelligence and Statistics [AISTATS];140;"informatyka techniczna i telekomunikacja;
informatyka;"
672;International Conference on Artificial Intelligence in Science and Technology [AISAT];20;"informatyka techniczna i telekomunikacja;
informatyka;"
673;International Conference on Artificial Neural Networks [ICANN];70;"informatyka techniczna i telekomunikacja;
informatyka;"
674;International Conference on Artificial Reality and Telexistence [ICAT];70;"informatyka techniczna i telekomunikacja;
informatyka;"
675;"ArtsIT, Interactivity & Game Creation [ArtsIT]
(International Conference on Arts and Technology [ArtsIT])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
676;International Conference on Automated Deduction [CADE];140;"informatyka techniczna i telekomunikacja;
informatyka;"
677;International Conference on Automated Planning and Scheduling [ICAPS];200;"informatyka techniczna i telekomunikacja;
informatyka;"
678;"International Conference on Advanced and Trusted Computing [ATC]
(International Conference on Autonomic and Trusted Computing [ATC])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
679;International Joint Conference on Autonomous Agents and Multiagent Systems [AAMAS];200;"informatyka techniczna i telekomunikacja;
informatyka;"
680;International Conference on Availability, Reliability and Security [ARES];70;"informatyka techniczna i telekomunikacja;
informatyka;"
681;International Conference on Broadband Communications, Networks and Systems [Broadnets];70;"informatyka techniczna i telekomunikacja;
informatyka;"
682;International Conference on Business Information Systems [BIS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
683;International Conference on CAD/CAM, Robotics and Factories of the Future [RFF];20;"informatyka techniczna i telekomunikacja;
informatyka;"
684;International Conference on Case-Based Reasoning [ICCBR];70;"informatyka techniczna i telekomunikacja;
informatyka;"
685;International Conference on Chinese Computing [ICCC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
686;IEEE International Conference on Cloud Computing Technology and Science [CloudCom];20;"informatyka techniczna i telekomunikacja;
informatyka;"
687;International Conference on Collaborative Computing: Networks, Applications and Worksharing [CollaborateCom];20;"informatyka techniczna i telekomunikacja;
informatyka;"
688;International Conference on Communication System Software and Middleware [COMSWARE];20;"informatyka techniczna i telekomunikacja;
informatyka;"
689;International Conference on Communications in Computing [CIC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
690;International Conference on Compiler Construction [CC];140;"informatyka techniczna i telekomunikacja;
informatyka;"
691;International Conference on Compilers, Architecture, and Synthesis for Embedded Systems [CASES];140;"informatyka techniczna i telekomunikacja;
informatyka;"
692;International Conference on Complex Systems [CxS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
693;International Conference on Complex, Intelligent and Software Intensive Systems [CISIS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
694;International Conference on Computability and Complexity in Analysis [CCA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
695;"International Conference on Computational Collective Intelligence [ICCCI]
(International Conference on Computational Collective Intelligence: Semantic Web, Social Networks and Multiagent Systems [ICCCI])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
696;International Conference on Computational Engineering Science [ICES];20;"informatyka techniczna i telekomunikacja;
informatyka;"
697;International Conference on Computational Intelligence and Multimedia [ICCIMA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
698;International Conference on Computational Intelligence and Security [CIS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
699;International Conference on Computational Intelligence for Modelling, Control and Automation [CIMCA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
700;International Conference on Computational Intelligence, Robotics and Autonomous Systems [CIRAS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
701;International Conference on Computational Linguistics [COLING];140;"informatyka techniczna i telekomunikacja;
informatyka;"
702;International Conference on Computational Molecular Biology [RECOMB];70;"informatyka techniczna i telekomunikacja;
informatyka;"
703;International Conference on Computational Science [ICCS];140;"informatyka techniczna i telekomunikacja;
informatyka;"
704;International Conference on Computational Science and Applications [ICCSA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
705;International Conference on Computational Semiotics for Games and New Media [Cosign];20;"informatyka techniczna i telekomunikacja;
informatyka;"
706;International Conference on Computer Analysis of Images and Patterns [CAIP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
707;"SIGGRAPH Asia [SiggraphA]
(SIGGRAPH Asia [SA])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
708;Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications [VISIGRAPP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
709;International Conference on Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa [AFRIGRAPH];20;"informatyka techniczna i telekomunikacja;
informatyka;"
710;International Conference on Computer Information Systems and Industrial Management Applications [CISIM];40;"informatyka techniczna i telekomunikacja;
informatyka;"
711;International Conference on Computer Safety, Reliability and Security [SAFECOMP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
712;International Conference on Computer Supported Cooperative Work in Design [CSCWD];70;"informatyka techniczna i telekomunikacja;
informatyka;"
713;International Conference on Computer Theory and Applications [ICCTA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
714;International Conference on Computer Vision Systems [ICVS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
715;International Conference on Computers and their Applications [CATA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
716;International Conference on Computers Helping People with Special Needs [ICCHP];20;"informatyka techniczna i telekomunikacja;
informatyka;"
717;International Conference on Computers in Education [ICCE];70;"informatyka techniczna i telekomunikacja;
informatyka;"
718;International Conference on Computing and Combinatorics [COCOON];140;"informatyka techniczna i telekomunikacja;
informatyka;"
719;International Conference on Computing and Informatics [ICOCI];20;"informatyka techniczna i telekomunikacja;
informatyka;"
720;International Conference on Conceptual Modelling [ER];140;"informatyka techniczna i telekomunikacja;
informatyka;"
721;International Conference on Conceptual Structures [ICCS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
722;International Conference on Concurrency Theory [CONCUR];140;"informatyka techniczna i telekomunikacja;
informatyka;"
723;International Conference on Control, Automation, Robotics and Vision [ICARCV];140;"informatyka techniczna i telekomunikacja;
informatyka;"
724;International Conference on Convergence and Hybrid Information Technology [ICHIT];20;"informatyka techniczna i telekomunikacja;
informatyka;"
725;International Conference on Cooperative Information Systems [CoopIS];140;"informatyka techniczna i telekomunikacja;
informatyka;"
726;International Conference on Coordination Models and Languages [Coordination];70;"informatyka techniczna i telekomunikacja;
informatyka;"
727;International Conference on Creating Connecting and Collaborating through Computing [C5];20;"informatyka techniczna i telekomunikacja;
informatyka;"
728;International Conference on Cryptology and Network Security [CANS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
729;International Conference on Cryptology in India [INDOCRYPT];70;"informatyka techniczna i telekomunikacja;
informatyka;"
730;International Conference on Cybercrime Forensics Education and Training [CFET];20;"informatyka techniczna i telekomunikacja;
informatyka;"
731;International Conference on Cyberworlds (was International Symposium on Cyberworlds) [CW];70;"informatyka techniczna i telekomunikacja;
informatyka;"
732;International Conference on Data Engineering [ICDE];200;"informatyka techniczna i telekomunikacja;
informatyka;"
733;International Conference on Database and Expert Systems Applications [DEXA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
734;International Conference on Database Systems for Advanced Applications [DASFAA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
735;International Conference on Database Theory [ICDT];140;"informatyka techniczna i telekomunikacja;
informatyka;"
